a,b
3.743743743743741526e-01,-1.315315315315315203e+00,-1.919919919919919948e+00,9.989989989989989105e-01,5.381212830543518066e-01,-1.645379662513732910e+00,-2.232251644134521484e+00,9.714301824569702148e-01
-1.459459459459459429e+00,-9.269269269269269085e-01,-1.635635635635635632e+00,-1.767767767767767673e+00,-7.395251393318176270e-01,-8.268544077873229980e-01,-6.281208395957946777e-01,-1.452027440071105957e+00
1.179179179179179027e+00,3.263263263263262992e-01,1.395395395395395255e+00,-1.683683683683683707e+00,-1.152014359831809998e-01,-4.101052284240722656e-01,9.731513261795043945e-02,-1.086324095726013184e+00
-2.602602602602610560e-02,2.662662662662662605e-01,-1.179179179179179027e+00,-6.026026026026025662e-01,-1.174219176173210144e-01,-3.671880364418029785e-01,-2.646785080432891846e-01,-9.128580689430236816e-01
-6.866866866866867536e-01,8.348348348348348935e-01,9.629629629629627985e-01,1.701701701701701097e-01,-4.125524461269378662e-01,-1.291572809219360352e+00,-8.088715076446533203e-01,-2.305202931165695190e-01
1.391391391391391341e+00,1.271271271271271264e+00,-1.807807807807807698e+00,1.143143143143142915e+00,1.543303728103637695e+00,-7.517115473747253418e-01,-1.337962388992309570e+00,1.086428046226501465e+00
-4.904904904904905383e-01,1.219219219219219053e+00,-4.464464464464463767e-01,1.555555555555555358e+00,-4.087652862071990967e-01,-2.878293275833129883e+00,6.588651239871978760e-02,1.564204573631286621e+00
9.429429429429427856e-01,5.465465465465464412e-01,1.467467467467467479e+00,1.507507507507507505e+00,9.925179481506347656e-01,-2.803976535797119141e-01,4.938536286354064941e-01,1.430109381675720215e+00
-1.099099099099098975e+00,-7.907907907907907319e-01,-1.583583583583583643e+00,-9.989989989989989105e-01,-7.421345114707946777e-01,-1.040248513221740723e+00,-8.113671541213989258e-01,-1.251271009445190430e+00
1.423423423423423539e+00,-1.699699699699699806e+00,-1.355355355355355229e+00,-6.586586586586586911e-01,1.093320488929748535e+00,-2.107842266559600830e-01,-3.419742286205291748e-01,-6.615831851959228516e-01
1.707707707707707634e+00,-1.727727727727727647e+00,-1.015015015015015010e+00,-1.141141141141142068e-01,1.650248050689697266e+00,-2.415199875831604004e-01,-1.952566653490066528e-01,-1.358454972505569458e-01
-9.149149149149149451e-01,1.667667667667667608e+00,3.103103103103102001e-01,-8.548548548548549064e-01,-1.249331235885620117e+00,-1.235665440559387207e+00,-7.684495449066162109e-01,-1.242947101593017578e+00
-2.002002002001956882e-03,1.443443443443443552e+00,-1.403403403403403527e+00,-1.941941941941942584e-01,2.859651446342468262e-01,-5.487443804740905762e-01,-3.575012087821960449e-01,-6.233676075935363770e-01
